Name,depart_time,price,depart_time_hour,depart_time_minute
제주항공,05:40,85933,5,40
에어부산,07:30,60509,7,30
아시아나항공,07:30,150170,7,30
에어부산,08:30,67119,8,30
아시아나항공,08:30,150170,8,30
에어부산,09:30,66780,9,30
아시아나항공,09:30,150170,9,30
에어부산,10:30,63729,10,30
아시아나항공,10:30,150170,10,30
에어부산,11:30,53899,11,30
아시아나항공,11:30,150170,11,30
에어부산,12:30,53899,12,30
아시아나항공,12:30,150170,12,30
에어부산,14:30,53899,14,30
아시아나항공,14:30,150170,14,30
에어부산,15:30,53899,15,30
아시아나항공,15:30,150170,15,30
제주항공,16:05,96272,16,5
에어부산,16:30,66780,16,30
아시아나항공,16:30,150170,16,30
에어부산,17:30,60509,17,30
아시아나항공,17:30,150170,17,30
에어부산,18:30,57289,18,30
아시아나항공,18:30,150170,18,30
에어부산,19:30,54068,19,30
아시아나항공,19:30,150170,19,30
제주항공,20:20,58136,20,20
에어부산,20:30,63729,20,30
아시아나항공,20:30,150170,20,30
