Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,13:20,97797,13,20
제주항공,14:30,70509,14,30
에어부산,14:40,88984,14,40
에어부산,15:00,93221,15,0
대한항공,15:05,104746,15,5
제주항공,15:30,62204,15,30
에어부산,16:05,93221,16,5
대한항공,16:20,104746,16,20
제주항공,16:55,49662,16,55
에어부산,17:00,54746,17,0
에어부산,17:00,93221,17,0
아시아나항공,17:00,101017,17,0
아시아나항공,17:00,101017,17,0
제주항공,17:05,49662,17,5
에어부산,17:35,63221,17,35
아시아나항공,17:35,101017,17,35
에어부산,17:55,49831,17,55
아시아나항공,17:55,101017,17,55
대한항공,19:10,104746,19,10
제주항공,19:30,38984,19,30
에어부산,19:45,48136,19,45
아시아나항공,19:45,101017,19,45
